Content Manifest for Depot 250831

Manifest ID / date     : 4610675545635483043 / 05/28/2024 01:08:51
Total number of files  : 99
Total number of chunks : 383
Total bytes on disk    : 342878509
Total bytes compressed : 164701184

          Size Chunks File SHA                                 Flags Name
         89088      1 B396FE4473BAB68BB1F45A0E0A07871432FCA197     0 tools/steamvr_environments/game/bin/win64/libgmodule-2.0-0.dll
        323072      1 0E6EBBC599FCF9C7173698A37793DAAB191A1083     0 tools/steamvr_environments/game/bin/win64/libgobject-2.0-0.dll
         82944      1 D100B3DE2D92536D04AA5A6A62CE8590BFFA718F     0 tools/steamvr_environments/game/bin/win64/libgthread-2.0-0.dll
        409919      1 0B396CA0CD8E2AC4318ABBDD14B110313576DFA5     0 tools/steamvr_environments/game/bin/win64/libmpg123-0.dll
        389120      1 6BB6C2D61E9ED313B55F04D171B2C29BFC5F98B8     0 tools/steamvr_environments/game/bin/win64/libpango-1.0-0.dll
        378368      1 9DFBAE78751C9EF1B60BBBA78BC6B7CE924CDE9E     0 tools/steamvr_environments/game/bin/win64/libpangoft2-1.0-0.dll
        910336      1 DBC0563E51A627C2B4104DF7D94514FBB0CB1B6A     0 tools/steamvr_environments/game/bin/win64/libswscale-4.dll
        132968      1 1F5EF0E82D2373D1620D8376E693BAB777DA80FD     0 tools/steamvr_environments/game/bin/win64/localize.dll
       1021288      1 E01264B42AD95CF6B684AE25C3DD1C72C8079A5E     0 tools/steamvr_environments/game/bin/win64/materialsystem2.dll
        867688      1 F5ABE0FA9CC876AA10A9C2333CF7DDFDF4B79C87     0 tools/steamvr_environments/game/bin/win64/meshsystem.dll
       9156456      9 9A64E18A18FB1608EE6750CCD295E65528064C90     0 tools/steamvr_environments/game/bin/win64/modelprocessing.dll
        658280      1 54A4CEFC60CD3FFD10A2D27DA07B6B2902DBA877     0 tools/steamvr_environments/game/bin/win64/navsystem.dll
       2560360      3 10F4BBA5403B15A9FB0734375641EB99F2388A60     0 tools/steamvr_environments/game/bin/win64/networksystem.dll
        815568      1 BE4C3E29EA6960E58C80A6B5437623D319A6C752     0 tools/steamvr_environments/game/bin/win64/openvr_api.dll
         43880      1 3D67992D296F78A955394F65435531D985BB261C     0 tools/steamvr_environments/game/bin/win64/p4lib.dll
       4989288      5 0DECA1076ADC7086DCA087447ED1134865B39F63     0 tools/steamvr_environments/game/bin/win64/panorama.dll
       2974056      3 38FF34FD34DA416493B977F726301EF608B445FA     0 tools/steamvr_environments/game/bin/win64/panorama_text_pango.dll
       2727784      3 C8793C0CFFB259215DC55796A5F3505A2EC1F6EE     0 tools/steamvr_environments/game/bin/win64/particles.dll
      12151584     13 A1AC76BDF8533A5AED284BE6B266A9F267FC6061     0 tools/steamvr_environments/game/bin/win64/phonon.dll
        556032      1 6E38AAE997B36221C6E9D6BDD8C42E2AC38A4739     0 tools/steamvr_environments/game/bin/win64/phonon4.dll
       3113832      3 584E44D33C752BC80D9506A9155FB0C47ED659BA     0 tools/steamvr_environments/game/bin/win64/physicsbuilder.dll
       1640808      2 280969B1AFE0113D312B1770725059D5A5DC0C31     0 tools/steamvr_environments/game/bin/win64/propertyeditor.dll
        381288      1 82A88AB03650FE4A92E1C2762A8A984F6B619D1F     0 tools/steamvr_environments/game/bin/win64/renderingpipelines.dll
       1861480      2 67EC803A67FC82BE30456F31953414051C2EC350     0 tools/steamvr_environments/game/bin/win64/rendersystemdx11.dll
       1733992      2 5B23C75AE29BF9107A3C5135775DD3B76FB979AC     0 tools/steamvr_environments/game/bin/win64/rendersystemdx9.dll
       1039720      1 AB4302D2D0D3D68A85F968C0781DC00CCAB96C85     0 tools/steamvr_environments/game/bin/win64/rendersystemempty.dll
      11273576     11 06DE95CD0621309050EE9DA03EFE69E8F55B6E0B     0 tools/steamvr_environments/game/bin/win64/resourcecompiler.dll
        415080      1 D89301BBCB95708BBE338FC826998C6A2A45D327     0 tools/steamvr_environments/game/bin/win64/resourcesystem.dll
        201064      1 AFBA0DC201B01665C0D065205985BC3A4401DD77     0 tools/steamvr_environments/game/bin/win64/scenefilecache.dll
       2960744      3 A6F13853FD82B1D6F8B0A511AF9D9482ADC466A5     0 tools/steamvr_environments/game/bin/win64/scenesystem.dll
        340328      1 0BEF1B7D2D02D5B996D478407CCF253FC3054FF3     0 tools/steamvr_environments/game/bin/win64/schemasystem.dll
       1564008      2 01A23E2CF855A9C0635A87EAB86C7CF66E1AC28C     0 tools/steamvr_environments/game/bin/win64/soundsystem.dll
        291280      1 E4136A0FC74125E620C5A9F489487FD7F8B67B4F     0 tools/steamvr_environments/game/bin/win64/steam_api64.dll
        377192      1 D5E61F65D48A0C575EB77090A059D6DA0E80F060     0 tools/steamvr_environments/game/bin/win64/steamaudio.dll
       3475744      4 37BAF8E1B85DD541EA0D75E0042C5E9F9658382E     0 tools/steamvr_environments/game/bin/win64/steamnetworkingsockets.dll
        321384      1 D225AAD54155335F3D52E1F825330D2CFBD1CEE6     0 tools/steamvr_environments/game/bin/win64/steamtours.exe
        149264      1 4B46DB2A99A47FF6A6EE376F4D79F5298BFF28A2     0 tools/steamvr_environments/game/bin/win64/symsrv.dll
        980840      1 3A9E26633BF0278CF674806DD83EE46A4A0BA464     0 tools/steamvr_environments/game/bin/win64/tier0.dll
       1949032      2 0EEF8D5EA2F08E4EB5599A80F0E2B6240BCB69FC     0 tools/steamvr_environments/game/bin/win64/toolframework2.dll
        117608      1 F71D962ADCF0777738C6CA69E97F62FAD0A3575C     0 tools/steamvr_environments/game/bin/win64/toolscript.dll
      18042880     18 4316C19F2D4E1E65A9C2BCEE8C2E4467D7C47F18     0 tools/steamvr_environments/game/bin/win64/v8.dll
       1178112      2 51D27BDFBF5A66ECF2CA870FC432A1C7F3A98EB0     0 tools/steamvr_environments/game/bin/win64/v8_libbase.dll
       1081856      2 9B85C7B7BA9A6ECBB0D36BF78012645E0BE1FFC4     0 tools/steamvr_environments/game/bin/win64/v8_libplatform.dll
         73576      1 ECDEEC1AC511AE73429C4FCD8AC5F4C634920421     0 tools/steamvr_environments/game/bin/win64/valve_avi.dll
         65896      1 98EBF8821F450F660AC8B17CB13422EDD0EB13EB     0 tools/steamvr_environments/game/bin/win64/valve_bink.dll
         54632      1 1D4FCDF2FD4AE3C5122C8B53711B99D3F515EE06     0 tools/steamvr_environments/game/bin/win64/valve_wmf.dll
        125800      1 1BB9E2F39DE0C660601F5C12F24E566162F798AA     0 tools/steamvr_environments/game/bin/win64/vconcomm.dll
       1056616      2 57F63D1585797C57E61D52E0BC7C9F57209AA878     0 tools/steamvr_environments/game/bin/win64/vfx_dx11.dll
       1058664      2 1A439E730B046570512F5A102D3909AE5A79BCCA     0 tools/steamvr_environments/game/bin/win64/vfx_dx9.dll
       8988520      9 233D17A213B021F0ED1D74B3A15B9C4D3678AE4A     0 tools/steamvr_environments/game/bin/win64/vfx_gl.dll
        460648      1 7FF6CB128896237DB773A6C14A2E38DCBF563299     0 tools/steamvr_environments/game/bin/win64/vgui2.dll
       1147752      2 1DAA87FB491F957C3D90D13BFE59DC4422BF589D     0 tools/steamvr_environments/game/bin/win64/vguirendersurface.dll
       3938256      4 0E32F4A1A9A869F2FE25AEC261D634C7BF92BD09     0 tools/steamvr_environments/game/bin/win64/video64.dll
       1718120      2 B8F6D3D4535C3314924E49207D26674AD17EB6D5     0 tools/steamvr_environments/game/bin/win64/visbuilder.dll
       2988904      3 7CE7D3AAB9D4C5A5E00B19DFEB2573AECF2F1ACB     0 tools/steamvr_environments/game/bin/win64/vphysics2.dll
       1169768      2 23C72294017C75ED471F0C2F21464493CE3EF87A     0 tools/steamvr_environments/game/bin/win64/vr.dll
        789864      1 248FE61F0A2B5C6E008D006DDCBE1A03F7A2EB6A     0 tools/steamvr_environments/game/bin/win64/vscript.dll
        443240      1 F3D2CFBD4AF925D586BC7DD2A207E56A9E594861     0 tools/steamvr_environments/game/bin/win64/vstdlib.dll
       2404200      3 AEE0EFDEF5538031AFACE1A995B663A74E4AC157     0 tools/steamvr_environments/game/bin/win64/workshop.dll
       1348456      2 B0CDE64B8FEA0BE7AA500AEC81288324E2BF5048     0 tools/steamvr_environments/game/bin/win64/worldrenderer.dll
       5195624      5 EEC53FC64E1A57A999FA975A07B37AD343E373D3     0 tools/steamvr_environments/game/bin/win64/worldrendererbuilder.dll
       3979513      4 6542593BE4CCA6F471A5999FBEF0C12ADC1ABBDC     0 tools/steamvr_environments/game/core/shaders_pc_000.vpk
         18124      1 44CEE6061914DFAED28403F13DCE3F8834B94EE5     0 tools/steamvr_environments/game/core/shaders_pc_dir.vpk
      13453672     13 2D551B31124DC294ED0F92BDA5714986B7EB476F     0 tools/steamvr_environments/game/steamtours/bin/win64/client.dll
       1537384      2 EA878B5E3426D4839A4E7152D7440B9117FA8EF2     0 tools/steamvr_environments/game/steamtours/bin/win64/host.dll
      14070632     14 D7ED71B934D51D9C5E8C4FBDDFBA0F1239E9C667     0 tools/steamvr_environments/game/steamtours/bin/win64/server.dll
           535      1 E24A50A1CFBD869FAC2D4F4BE0EA0C15970B4756   256 tools/steamvr_environments/game/steamtours/install.vdf
     104736730    100 338AACD3CAAFAABC5ECEB8798ED8DBE0E5195349     0 tools/steamvr_environments/game/steamtours/shaders_pc_000.vpk
         64667      1 FCD94B8E81B4AFA3A820226541952712CCCD6C47     0 tools/steamvr_environments/game/steamtours/shaders_pc_001.vpk
          1885      1 31431FCF10430FC09BF124813A399B862BCC378E     0 tools/steamvr_environments/game/steamtours/shaders_pc_dir.vpk
