Content Manifest for Depot 250823 

Manifest ID / date     : 1611892435221362243 / 08/15/2025 20:35:37 
Total number of files  : 338 
Total number of chunks : 1212 
Total bytes on disk    : 1120952360 
Total bytes compressed : 363806208 


          Size Chunks File SHA                                 Flags Name
        406051      1 5196502330a0c1838b947b98fec97fe956da4626     0 bin/vrwebhelper/linux64/locales/ar.pak
        444649      1 0139730805aa188ed7fdb278f453d7216d228108     0 bin/vrwebhelper/linux64/locales/bg.pak
        581023      1 5b70b5b6b6c1bbf9639e1952d988bc98ca612d73     0 bin/vrwebhelper/linux64/locales/bn.pak
        275753      1 89245677cc223398f1b82a80dd2fd9d3f4a28f82     0 bin/vrwebhelper/linux64/locales/ca.pak
        281793      1 e65b7d4ffa030d94c34da77d9b85c5f1b8c0572e     0 bin/vrwebhelper/linux64/locales/cs.pak
        253586      1 a3dd9575dfcbc38e358694e4bf9b13351917fcc9     0 bin/vrwebhelper/linux64/locales/da.pak
        274215      1 1444fab7636cfc0fc24bd7fb3dae94198be0d19d     0 bin/vrwebhelper/linux64/locales/de.pak
        489734      1 eff15296e7ab92833daced05c7692203b32d1495     0 bin/vrwebhelper/linux64/locales/el.pak
        225236      1 3a931fb36de206f2e3554812495adf0a3e0a8969     0 bin/vrwebhelper/linux64/locales/en-GB.pak
        227677      1 9c44f2f5b253832d3207c28e2d9f88e216d8a7ba     0 bin/vrwebhelper/linux64/locales/en-US.pak
        270948      1 3f083dac0d448df919d783e8f1f0f77065d0d63d     0 bin/vrwebhelper/linux64/locales/es-419.pak
        275078      1 cabdcfdabc034d8adc2d69fecd03f6a9a6c238db     0 bin/vrwebhelper/linux64/locales/es.pak
        244878      1 97164b9728ab442c65dd46b5859990497c5046c8     0 bin/vrwebhelper/linux64/locales/et.pak
        393193      1 4d4a63308aa88c505f6725dda0b59bc85931dbe9     0 bin/vrwebhelper/linux64/locales/fa.pak
        253018      1 dc8e1e5e827fc897f8fb97ee50e1c0063789f9f9     0 bin/vrwebhelper/linux64/locales/fi.pak
        280824      1 745190b585f0b1de7c3378127bc36b82aa499326     0 bin/vrwebhelper/linux64/locales/fil.pak
        297495      1 b2f89a4dc66dbf9b3bfe9148157217adcbdcec72     0 bin/vrwebhelper/linux64/locales/fr.pak
        554985      1 066eed34e5c39a8c96eb5c9d0b539631848c55fe     0 bin/vrwebhelper/linux64/locales/gu.pak
        339786      1 517063fb416fce56cd95fb80f5bf21f680de42e4     0 bin/vrwebhelper/linux64/locales/he.pak
        573216      1 77b4661a55b208b15393d4333c31b86bf670f60d     0 bin/vrwebhelper/linux64/locales/hi.pak
        269666      1 bed7091101df5e8a9761721b4ce1e83a051772da     0 bin/vrwebhelper/linux64/locales/hr.pak
        291045      1 61138f33fd45bfc3ef5ef986b917f06cacabd479     0 bin/vrwebhelper/linux64/locales/hu.pak
        243282      1 4a591620fba12dab2e9bb988de7d462dcc5577f6     0 bin/vrwebhelper/linux64/locales/id.pak
        266480      1 36b1fe55645f30e02d8ef842483e47dc9ae69dea     0 bin/vrwebhelper/linux64/locales/it.pak
        329796      1 b2c972e6892f83177577b8cb42ff5f660d4de055     0 bin/vrwebhelper/linux64/locales/ja.pak
        645991      1 f2f8203f236d0aa95176c0f46bc46b5d0e9ce522     0 bin/vrwebhelper/linux64/locales/kn.pak
        277759      1 9eb9a7027953bece72c915f1ce2843cf818b7a07     0 bin/vrwebhelper/linux64/locales/ko.pak
        289257      1 7c36c4eb6ab10cbdc09307ac5c660e76f4d02497     0 bin/vrwebhelper/linux64/locales/lt.pak
        287723      1 aabaa6a19bb41b128cf1f492e0183a95ccf2bc65     0 bin/vrwebhelper/linux64/locales/lv.pak
        681706      1 00d34445a643eeeb983dcb9d910c55a1c4f31260     0 bin/vrwebhelper/linux64/locales/ml.pak
        546287      1 884b0587088031bb0788d6f35d4ac24dab703e41     0 bin/vrwebhelper/linux64/locales/mr.pak
        252596      1 e16adcafd687dd2cc742d58caf8d7b699e4572ae     0 bin/vrwebhelper/linux64/locales/ms.pak
        247986      1 221374ed44574389a027a7ab45ddeed6f1e7a9b2     0 bin/vrwebhelper/linux64/locales/nb.pak
        258979      1 a88747713874315d9e8b6142726a76af76da4a0c     0 bin/vrwebhelper/linux64/locales/nl.pak
        281191      1 de57558bfdba92bb23d8505feb91400e44230616     0 bin/vrwebhelper/linux64/locales/pl.pak
        267576      1 0368d47dcced4f53cde84ce0f7b7de73f1965866     0 bin/vrwebhelper/linux64/locales/pt-BR.pak
        270655      1 60f298f78a0748db2be560a79fe366a5a7067fe7     0 bin/vrwebhelper/linux64/locales/pt-PT.pak
        277267      1 445d1b468690d7e57a3cf06abbe1c1f4f0ae20b6     0 bin/vrwebhelper/linux64/locales/ro.pak
        443977      1 dbbffed7755fdae397f6d850d7f6899e926687e8     0 bin/vrwebhelper/linux64/locales/ru.pak
        286249      1 649129d0bafef6813339201421043a3165890424     0 bin/vrwebhelper/linux64/locales/sk.pak
        272847      1 22310f29c04b5597e21f73259c672901d1cefae7     0 bin/vrwebhelper/linux64/locales/sl.pak
        421659      1 567e59c545865779e4e719751ef8ba842d0e2c0a     0 bin/vrwebhelper/linux64/locales/sr.pak
        249952      1 7f7f9134eb78968c547a37f0ecd8b2deb9da5520     0 bin/vrwebhelper/linux64/locales/sv.pak
        255796      1 1a842fddc07c02995a002af3e713090537d3dd7b     0 bin/vrwebhelper/linux64/locales/sw.pak
        654156      1 f10a9166b6a4d0bbc4698a929631a9837c7003f0     0 bin/vrwebhelper/linux64/locales/ta.pak
        613429      1 69f38b916d95c69b10594a43fcff9c6e32f31e97     0 bin/vrwebhelper/linux64/locales/te.pak
        519819      1 30020dcb8f1acfd25371d4d8e6ba344c419eb2b9     0 bin/vrwebhelper/linux64/locales/th.pak
        265112      1 a9c0c05e82532e58b159e5b80d12ceff4719857c     0 bin/vrwebhelper/linux64/locales/tr.pak
        444071      1 dcdb45ba78d946fe451c47a89b55f94477ae214d     0 bin/vrwebhelper/linux64/locales/uk.pak
        310088      1 97d1c0fda7f995f6fdc0a321032343918e3d2df1     0 bin/vrwebhelper/linux64/locales/vi.pak
        230169      1 1fdb8a986b45610bb9a4f7773dff70eb3930782b     0 bin/vrwebhelper/linux64/locales/zh-CN.pak
        230103      1 a1fb3539c044b1f11ae9d155ef585d5c748090bc     0 bin/vrwebhelper/linux64/locales/zh-TW.pak
         92247      1 5860d98d47084650ace3847b956686df01a32d14     0 bin/vrwebhelper/linux64/natives_blob.bin
         51267      1 041a61ad40c6d42294aef75dc2fbdc7048f5fd8c     0 bin/vrwebhelper/linux64/snapshot_blob.bin
          6932      1 8ba21bd884a525f14088b454f277b94dde0f73d8     0 bin/vrwebhelper/linux64/steam-runtime-heavy.sh
      13794768     14 2f12a1dfa8d779e887ce109d6e8258e83997196e     0 bin/vrwebhelper/linux64/steam-runtime-heavy.tar.xz
            61      1 23d877de0a9d6934d9e529e6faaad6995aba6fb2     0 bin/vrwebhelper/linux64/steam-runtime-heavy.tar.xz.checksum
            34      1 af9ea8baba27f1f91b9c1e023d5ce9fda3a8bbad     0 bin/vrwebhelper/linux64/steam-runtime-heavy.version.txt
             0      0 0000000000000000000000000000000000000000    40 bin/vrwebhelper/linux64/swiftshader
       1780024      2 a944b6f93dc66aea71f468fcf7acff32fc862542     0 bin/vrwebhelper/linux64/swiftshader/libEGL.so
      11531400     11 bdf47f50c48150e14ed826b8063733d3a90454b2     0 bin/vrwebhelper/linux64/swiftshader/libGLESv2.so
        171503      1 067db85a98df27e5efff6b2d5783dca6624d1338     0 bin/vrwebhelper/linux64/v8_context_snapshot.bin
       4821632      5 3891e81e8570267af9e8dc7f9b160a1a0b2e1a2c     0 bin/vrwebhelper/linux64/vrwebhelper
           713      1 ea66c8ec52144e12979aff7826a06db476383bb3     0 bin/vrwebhelper/linux64/vrwebhelper.sh
       1553664      2 38712644cb9cd0bd7f10ecf1c606edbef35f37b9     0 drivers/gamepad/bin/linux32/driver_gamepad.so
       1557184      2 44b7d1e013d685425878d8c0213fb1b65da25128     0 drivers/gamepad/bin/linux64/driver_gamepad.so
       6401020      7 48d2628b9725149f244a204a02189207be3485ca     0 drivers/lighthouse/bin/linux32/driver_lighthouse.so
       6836344      7 055cddc863645198a325fe6219b701963b4a675b     0 drivers/lighthouse/bin/linux64/driver_lighthouse.so
             0      0 0000000000000000000000000000000000000000     0 drivers/lighthouse/bin/linux64/empty.dir
        164291      1 a0b48676165a9d5b7a9946e89a24ffc394f9f82d     0 drivers/lighthouse/bin/linux64/libaitcamlib.so
        232034      1 fd00f408f46152b02e7411ae4d6f3a5197548a90     0 drivers/null/bin/linux32/driver_null.so
       1489408      2 fe2c034f3f3e3ebd2d305ed30529150ad215cd68     0 drivers/null/bin/linux64/driver_null.so
       3911248      4 af902359b54a7aa5d2065b794438941e9128a88f     0 drivers/vrlink/bin/linux64/driver_vrlink.so
           239      1 0c4c3963821b625587a34077c0ca162ce01f2e14     0 steamxr_linux64.json
       4350720      5 84d0c18bd2b240d2c0ab9506aa56bcf3c97f9014     0 tools/lighthouse/bin/linux64/lighthouse_console
       1967072      2 aa478909b6caa4dd13552ff1c5e16e8d49cec400     0 tools/lighthouse/bin/linux64/lighthouse_watchman_update
        661672      1 b6a054eb8eecf759c48128b42c6387ee53266efb     0 tools/lighthouse/bin/linux64/vivelink
       1173319      2 5288ecd9ecb4fe9b3967cf212759e2528ce743f9     0 tools/lighthouse/bin/linux64/vivetools
      31221760     30 6b7582e98f0aebf4102a41faf32525b678c67337     0 tools/steamvr_room_setup/linux64/steamvr_room_setup
          2059      1 184fc703a54edf055ecb9e3f9ac5b99828818804     0 tools/steamvr_room_setup/linux64/steamvr_room_setup.sh
             0      0 0000000000000000000000000000000000000000    40 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data
         29084      1 6415e0271563a89c2fe4fcd434a7bd1a1c1c9141     0 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/globalgamemanagers
         34060      1 0bc662002495737c4c8bf8e0c5e5060a29311a51     0 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/globalgamemanagers.assets
         73508      1 f3fedb00db7752e85a263e7623e08172579d2b26     0 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/level0
             0      0 0000000000000000000000000000000000000000    40 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/Managed
        445952      1 90ed6307fe022267f3e45e197bd5d3dfbb786154     0 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/Managed/Assembly-CSharp.dll
        293376      1 ab617dde694ea883190a465de8a1ea6218f62669     0 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/Managed/Mono.Security.dll
       2497024      3 ac88e3856b29e23834107a7c9f5d5ab7b47d2c13     0 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/Managed/mscorlib.dll
        291328      1 f278474fc04a38d4e5e9768dcd90ad1ea55d489e     0 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/Managed/nunit.framework.dll
        265728      1 408f447a9c480d3ebb62e730d02406d711b18826     0 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/Managed/System.Core.dll
       1069568      2 0b33b5b837a6c1e32eecee5caa57ac48de0c6845     0 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/Managed/System.dll
       1232384      2 a22bf09aaf836c19f44c152ca65def442f383e0f     0 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/Managed/System.Xml.dll
       1401856      2 c35612b36ebb394ba86edaee11ceb523a4a63e29     0 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/Managed/UnityEngine.dll
        454957      1 9cc9ff3a08caf264d4e695e144c158d13e6f156e     0 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/Managed/UnityEngine.dll.mdb
        253440      1 73fa5b84b2fce61b4f50853f3104ffc46a8eb4cd     0 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/Managed/UnityEngine.Networking.dll
         35840      1 b54a47a3385efd5823460c1b42231dab3c98bd85     0 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/Managed/UnityEngine.TestRunner.dll
        244736      1 53d2e39d7d607f684191382a33d7e572200e7544     0 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/Managed/UnityEngine.UI.dll
          3072      1 4edd4011d94b456fab5cfd8ae000faa76530b092     0 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/Managed/UnityEngine.VR.dll
             0      0 0000000000000000000000000000000000000000    40 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/Mono
             0      0 0000000000000000000000000000000000000000    40 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/Mono/etc
             0      0 0000000000000000000000000000000000000000    40 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/Mono/etc/mono
             0      0 0000000000000000000000000000000000000000    40 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/Mono/etc/mono/1.0
         60016      1 f3b197c706f6c147df6f4564776d195260dff72a     0 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/Mono/etc/mono/1.0/DefaultWsdlHelpGenerator.aspx
         17501      1 022510cf8def98e8d19678a3535b650f6abcf2b9     0 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/Mono/etc/mono/1.0/machine.config
             0      0 0000000000000000000000000000000000000000    40 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/Mono/etc/mono/2.0
             0      0 0000000000000000000000000000000000000000    40 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/Mono/etc/mono/2.0/Browsers
          1627      1 04bb09e087efe7d13751ed0b7d9ba0d6e32e93a7     0 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/Mono/etc/mono/2.0/Browsers/Compat.browser
         62349      1 4d59c8b5335107c1be0be64c130dde3fb1ac6c84     0 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/Mono/etc/mono/2.0/DefaultWsdlHelpGenerator.aspx
         27898      1 ba466f417bb27e3d8d6b4cf98d2e9be184bd02e2     0 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/Mono/etc/mono/2.0/machine.config
          2666      1 d77676d27f59885f3ec83fa7497ee25257a59fe3     0 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/Mono/etc/mono/2.0/settings.map
         11840      1 bd85d36d737dca1bbe59a8f4795356e820a44b54     0 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/Mono/etc/mono/2.0/web.config
        328963      1 2813a0561a18c4b0a817170c364ae5d40603534a     0 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/Mono/etc/mono/browscap.ini
          1680      1 886670cbb25b885a9024415812055a259feea818     0 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/Mono/etc/mono/config
             0      0 0000000000000000000000000000000000000000    40 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/Mono/etc/mono/mconfig
         26433      1 9ad10801601db8eae86f550a0a51d94ed18bcbcc     0 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/Mono/etc/mono/mconfig/config.xml
             0      0 0000000000000000000000000000000000000000    40 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/Mono/x86_64
       2803016      3 fed3d3ec55ccdee2ea8e0c517d0428bfb3bdc7b8     0 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/Mono/x86_64/libmono.so
        279096      1 6804b5198b84f200df55f7f4d198fd843de2766c     0 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/Mono/x86_64/libMonoPosixHelper.so
             0      0 0000000000000000000000000000000000000000    40 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/Plugins
             0      0 0000000000000000000000000000000000000000    40 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/Plugins/x86_64
       3159591      4 fcce545f9da5e7912c04e6379d7f4e28a24d77bd     0 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/Plugins/x86_64/libopenvr_api.so
         52814      1 aaa2066af3857bdc87401a3097619658739eb54f     0 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/Plugins/x86_64/ScreenSelector.so
             0      0 0000000000000000000000000000000000000000    40 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/Resources
         21436      1 1b8622c6e9d463b0369bee9b34a149d47c91ccc4     0 tools/steamvr_room_setup/linux64/steamvr_room_setup_Data/resources.assets
